,dataIndex,realTitle,criticsConcensus,tomatoMeter,tomatoCount,audienceScore,audienceCount,realSynopsis,rating,genreString,directedBy,studio,runTime,cast
0,500,North,"Laden with schmaltz and largely bereft of evident narrative purpose, North represents an early major disappointment from previously sure-handed director Rob Reiner.",14%,35,27%,13569,A young boy demands a divorce from his neglectful parents and is granted approval -- but only if he can find suitable replacements within two months. He then sets off on a quest around the world in search of the perfect family in this parable-like comedy.,PG,"Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Rob Reiner,New Line/Columbia Tristar,88 minutes,"Elijah Wood, Jon Lovitz, Matthew McCurley"
1,501,Orlando,Orlando can't match its visual delights with equally hefty narrative -- but it's so much fun to watch that it doesn't need to.,84%,56,82%,8509,"Independent filmmaker Sally Potters gender-bending epic, which views four centuries of sexual politics through the eyes of a sex-switching main character, is based on the 1928 novel by Virginia Woolf. The androgynous title character is played with delicate quietude by Tilda Swinton. The story begins during the reign of the aging Queen Elizabeth I (Quentin Crisp, in a droll turn recalling his The Naked Civil Servant). Queen Elizabeth takes a shine to the attractive young Orlando and seeks out his sexual favors. In return, Elizabeth grants him a large estate, commanding him, ""Do not fade, do not wither, do not grow old."" Orlando takes the queen at her word and doesnt. When Elizabeth dies, Orlando becomes attracted to Sasha (Charlotte Valandrey), the daughter of a Russian diplomat, but she rebuffs his advances. Crushed, Orlando accepts an ambassadorship to Constantinople. After witnessing the killing of a man in battle, Orlando undergoes a change of sex, becoming a woman and returning to England, where she hobnobs with 18th-century geniuses like Jonathan Swift, Alexander Pope, and John Addison. Walking through a garden labyrinth, the time frame shifts to the 19th century, and Orlando falls in love with a handsome American (Billy Zane). Now in the 20th century, Orlando gives birth to his child and continues on.",PG-13 (for some sensuality),"Drama, Science Fiction & Fantasy, Romance",Sally Potter,Sony Pictures Classics,93 minutes,"Tilda Swinton, Billy Zane, Lothaire Bluteau"
2,502,A Perfect World,"Despite some formulaic touches, Clint Eastwood's haunting, ambiguous crime drama is smart and gritty, and features a bravura performance from Kevin Costner as a prison escapee on the run.",79%,33,84%,41911,"Set in Texas during the fateful month of November 1963, director Clint Eastwood stars as Red Garnett, a Texas Ranger on a manhunt for an escaped criminal (Kevin Costner) who has kidnapped a young boy (T.J. Lowther) and taken off across Texas to get away.",PG-13,Drama,Clint Eastwood,Warner Home Video,138 minutes,"Kevin Costner, Laura Dern, T.J. Lowther"
3,503,Philadelphia,"Philadelphia indulges in some unfortunate clichés in its quest to impart a meaningful message, but its stellar cast and sensitive direction are more than enough to compensate.",80%,55,89%,183243,"At the time of its release, Jonathan Demmes Philadelphia was the first big-budget Hollywood film to tackle the medical, political, and social issues of AIDS. Tom Hanks, in his first Academy Award-winning performance, plays Andrew Beckett, a talented lawyer at a stodgy Philadelphia law firm. The homosexual Andrew has contracted AIDS but fears informing his firm about the disease. The firms senior partner, Charles Wheeler (Jason Robards), assigns Andrew a case involving their most important client. Andrew begins diligently working on the case, but soon the lesions associated with AIDS are visible on his face. Wheeler abruptly removes Andrew from the case and fires him from the firm. Andrew believes he has been fired because of his illness and plans to fight the firm in court. But because of the firms reputation, no lawyer in Philadelphia will risk handling his case. In desperation, Andrew hires Joe Miller (Denzel Washington), a black lawyer who advertises on television, mainly handling personal injury cases. Miller dislikes homosexuals but agrees to take the case for the money and exposure. As Miller prepares for the courtroom battle against one of the law firms key litigators, Belinda Conine (Mary Steenburgen), Miller begins to realize the discrimination practiced against Andrew is no different from the discrimination Miller himself has to battle against. The cast also includes Antonio Banderas as Andrews partner, Joanne Woodward as Andrews mother, and Stephanie Roth as Joes wife. ~ Paul Brenner, Rovi",PG-13,Drama,Jonathan Demme,Sony Pictures Home Entertainment,125 minutes,"Tom Hanks, Denzel Washington, Antonio Banderas"
4,505,Poetic Justice,"Poetic Justice is commendably ambitious and boasts a pair of appealing stars, but they're undermined by writer-director John Singleton's frustrating lack of discipline.",37%,30,84%,38419,"R&B star Janet Jackson made an impressive film debut in Poetic Justice as Justice, a hairdresser at a small salon in South Central Los Angeles. Justice uses her poetry to deal with her grief after her boyfriend is killed in a shooting incident at a drive-in. Hired to work at a hair stylists event in Oakland, Justice is stranded when her car breaks down, until she remembers that her friend Ieasha (Regina King) was going to hop a ride down to Oakland with her boyfriend Chicago (Joe Torry), a postal worker who is heading there with a truck full of mail. Justice tags along to discover that Chicagos driving partner is Lucky (Tupac Shakur), the postman who delivers mail to her shop and keeps asking her out. Ieasha and Chicago have to deal with their own rocky relationship while Justice has to decide if shes ready for a new love -- and if Lucky is the man shes waiting for. Along with strong work from Jackson, Poetic Justice features a surprising turn from Shakur, whose nuanced performance as Lucky is in strong contrast to his ""Thug Life"" public persona. Justices poems were written by Maya Angelou, who also appears in a small role. ~ Mark Deming, Rovi","R (for pervasive strong language, and for violence and sexuality)",Drama,John Singleton,Columbia Pictures Corporation,104 minutes,"Janet Jackson, Tupac Shakur, Regina King"
5,506,The Program,Ben Foster's impressive efforts to channel Lance Armstrong are often enough to power The Program past director Stephen Frears' frustrating unwillingness to delve deeper into its real-life story.,62%,108,43%,3047,"From Academy Award (R) nominated director Stephen Frears (The Queen, Philomena) and producers Working Title Films (The Theory Of Everything, Everest, Tinker Tailor Soldier Spy), comes the true story of the meteoric rise and fall of one of the most celebrated and controversial men in recent history; Lance Armstrong, the world-renowned Tour de France champion. The world needs heroes and Lance Armstrong was the ultimate sporting hero. Following a gruelling battle with cancer, Lance returned to his cycling career in 1999 more determined than ever and with his sights set firmly on winning the Tour de France. With the help of the infamous Italian physician Michele Ferrari and team director Johan Bruyneel, he developed the most sophisticated doping program in the history of the sport. This program allowed Lance and his American teammates to dominate the world of cycling, winning the Tour an unprecedented seven times. However not everyone believed the fairytale...Sunday Times journalist, David Walsh, at first charmed by Lances charisma and talent, soon began to question whether the worlds greatest athlete was clean. Walsh sought to unveil the truth, his ensuing battle with Armstrong risked his own career, ostracised him from the cycling community and cost his paper, The Sunday Times, hundreds of thousands in legal costs. But the indefatigable Walsh eventually uncovered the truth when a select few prepared to talk came forward, exposing one of the greatest deceptions of our time. Inspired by the award winning book Seven Deadly Sins by David Walsh, and featuring a stellar cast including Ben Foster (Lone Survivor), Chris ODowd (Calvary), Guillaume Canet (Tell No One) and Jesse Plemons (Breaking Bad), THE PROGRAM is a tense and suspenseful thriller.",R (for language),Drama,Stephen Frears,Momentum Pictures,103 minutes,"Ben Foster, Jesse Plemons, Chris O'Dowd"
6,507,The Puppet Masters,N/A,26%,23,32%,7522,"This film is based on Robert A. Heinleins 1951 novel The Puppet Masters. Parasitic space aliens invade the Midwest, taking over the bodies of humans and manipulating these unfortunates to do their bidding. U.S. security agent Donald Sutherland and his team of troubleshooters must foil the extraterrestrial scheme.",R,"Horror, Science Fiction & Fantasy",Stuart Orme,Hollywood Pictures,96 minutes,"Donald Sutherland, Eric Thal, Julie Warner"
7,508,Radioland Murders,N/A,24%,17,59%,2874,"In 1939, the gala opening night of a new radio station takes a turn from chaotic to catastrophic when people start turning up dead. This nostalgic, cameo-laden comedy-mystery focuses on Roger, one of the stations writers who must solve the murders to clear his own name and save the station.",PG,"Comedy, Mystery & Suspense",Mel Smith,Universal Studios Home Video,108 minutes,"Brian Benben, Mary Stuart Masterson, Ned Beatty"
8,511,Renaissance Man,N/A,12%,25,53%,30512,"Culture-clash comedy in which Danny DeVito tries to teach Shakespeare to a group of ""ineducable"" soldiers.",PG-13,Comedy,Penny Marshall,Buena Vista,129 minutes,"Danny DeVito, Gregory Hines, James Remar"
9,512,Rising Sun,N/A,33%,40,40%,35819,"Based on a Michael Crichton best-seller, Philip Kaufmans look at power, corruption and lies in Japanese-owned corporate America follows veteran-cop John Connor (Sean Connery) and his rookie partner Web Smith (Wesley Snipes) as they investigate the death of a prostitute whose body was found in the boardroom of a high-powered, Japanese-run Los Angeles conglomerate.","R (for strong sexuality, language and some violence)","Action & Adventure, Drama, Mystery & Suspense",Philip Kaufman,Twentieth Century Fox Home Entertainment,129 minutes,"Sean Connery, Wesley Snipes, Harvey Keitel"
