,dataIndex,realTitle,criticsConcensus,tomatoMeter,tomatoCount,audienceScore,audienceCount,realSynopsis,rating,genreString,directedBy,studio,runTime,cast
0,44009,Despicable Me 3,Despicable Me 3 should keep fans of the franchise consistently entertained with another round of colorful animation and zany -- albeit somewhat scattershot -- humor.,58%,190,54%,78514,"Illumination, who brought audiences Despicable Me and the biggest animated hits of 2013 and 2015, Despicable Me 2 and Minions, continues the adventures of Gru, Lucy, their adorable daughters-Margo, Edith and Agnes-and the Minions in Despicable Me 3. Directed by Pierre Coffin and Kyle Balda, co-directed by Eric Guillon and written by Cinco Paul & Ken Daurio, the animated film is produced by Illuminations Chris Meledandri and Janet Healy, and executive produced by Chris Renaud. Joining Steve Carell and Kristen Wiig in Despicable Me 3 is Emmy, Tony and Grammy Award winner Trey Parker, co-creator of Comedy Centrals global phenomenon South Park and the Broadway smash The Book of Mormon. Parker voices the role of villain Balthazar Bratt, a former child star whos grown up to become obsessed with the character he played in the 80s, and proves to be Grus most formidable nemesis to date. The film will be released in theaters on June 30, 2017.",PG (for action and rude humor),"Animation, Comedy, Kids & Family","Kyle Balda, Pierre Coffin, Eric Guillon",Universal Pictures,90 minutes,"Steve Carell, Kristen Wiig, Trey Parker"
1,44020,We Are X,N/A,81%,26,87%,328,"From the production team behind the Oscar winning Searching for Sugar Man comes We Are X, a transcendent rock & roll story about X Japan, the worlds biggest and most successful band youve never heard of...yet. Under the enigmatic direction of drummer, pianist, composer, and producer Yoshiki, X Japan has sold over 30 million singles and albums combined--captivating such a wide range of admirers as Sir George Martin, KISS, Stan Lee, and even the Japanese Emperor--and pioneered a spectacle-driven style of visual rock, creating a one-of-a-kind cultural phenomenon. Chronicling the bands exhilarating, tumultuous and unimaginable history over the past three decades--persevering through personal, physical and spiritual heartache--the film culminates with preparations for their breathtaking reunion concert at New Yorks legendary Madison Square Garden. Directed by acclaimed documentarian Stephen Kijak (Stones in Exile, Scott Walker: 30 Century Man), We Are X is an astonishingly intimate portrait of a deeply haunted--but truly unstoppable--virtuoso and the music that has enthralled legions of the worlds most devoted fans.",R (for some language),Documentary,Stephen Kijak,Passion Pictures,95 minutes,"X (Japan), Yoshiki, Toshi"
2,44021,Rock Dog,"Rock Dog is amiable enough, but its second-tier animation and uninspired story add up to a movie whose meager charms are likely to escape all but the youngest and least demanding viewers.",47%,57,47%,3030,"For the Tibetan Mastiffs living on Snow Mountain, a dogs life has a simple riff: Guard a peaceful village of wool-making sheep from the thuggish wolf Linnux (Lewis Black) and his rabid pack. To avoid distractions, Mastiff leader Khampa (J.K. Simmons) forbids all music from the mountain. But when Khampas son Bodi (Luke Wilson) discovers a radio dropped by a passing airplane, it takes just a few guitar licks for his fate to be sealed: Bodi wants to be a rock n roll star. Yet that means defying his fathers wishes, heading to the city, and locating the legendary - and reclusive - musician Angus Scattergood (Eddie Izzard), who needs to write a new song and fast. If Bodi can put a band together, help Angus with his song, and defeat the wolves plot to take Snow Mountain, his life will be in tune. Bodi will become what hes always dreamed of being: More than a dog ... more than a Rock God... hell be a ROCK DOG!",PG (for action and language),"Animation, Comedy, Kids & Family",Ash Brannon,Summit Premiere,80 minutes,"J.K. Simmons, Luke Wilson, Eddie Izzard"
3,44035,The Levelling,N/A,94%,34,59%,450,"Somerset, England. Trainee veterinarian Clover Catto returns to the farm where she grew up after hearing news that her brother Harry has died in what appears to be a suicide. Finding the family home in a state of horrendous disrepair following the 2014 floods that devastated the area, Clover is forced to confront her father Aubrey about the farm, the livestock and, crucially, the details surrounding Harrys death. Clovers discoveries send her on an emotional journey of reckoning with her family, her childhood and herself.",R (for language and brief nudity),Drama,Hope Dickson Leach,Wellington Films,83 minutes,"Ellie Kendrick, David Troughton, Jack Holden"
4,44042,Tracktown,N/A,73%,15,47%,112,"Plumb Marigold (Alexi Pappas) is a famous but lonely distance runner preparing for the biggest race of her life: The Olympic Trials. But when an injury forces her to take an unexpected day off, Plumb wanders into a bakery where the aimless boy behind the counter catches her eye. In this story that captures the experience of a young Olympic hopeful, many of the actors are actual Olympic athletes -- including co-writer/director and lead actor Pappas.",NR,Drama,"Alexi Pappas, Jeremy Teicher",Orion Pictures & Samuel Goldwyn Films,89 minutes,"Chase Offerle, Rachel Dratch, Andy Buckley (II)"
5,44061,King Charles III,N/A,100%,9,45%,68,"An adaptation of the Broadway drama about Prince Charles ascension to the throne following the death of his mother, Queen Elizabeth II.",NR,Drama,Rupert Goold,N/A,88 minutes,"Oliver Chris, Richard Goulding, Charlotte Riley"
6,44083,Dead Awake,N/A,20%,10,18%,190,"From the creator of the iconic FINAL DESTINATION franchise comes the paralyzing thriller DEAD AWAKE. Kate Bowman (Jocelin Donahue) is a straight-laced social worker who finds herself plunged into a world of supernatural terror while investigating a series of mysterious deaths. Each victim suffered from a chilling condition known as sleep paralysis, a nightmarish assault on the senses that immobilizes its victims as they dream. As a terrifying entity begins to haunt Kates friends and loved ones, she must fight to stay awake to stop the nightmare shes unleashed!",NR,"Horror, Mystery & Suspense",Phillip Guzman,FilmRise,99 minutes,"Jocelin Donahue, Jesse Bradford, Lori Petty"
7,44128,A Family Man,"A Family Man has some worthy ideas, but they're bungled in a middle-of-the-road melodrama populated by thinly sketched -- and occasionally downright unlikeable -- characters.",13%,24,60%,768,"A Chicago personnel recruiter (Gerald Butler) is hungry to stay on top of his competitive profession, but when his son (Max Jenkins) is diagnosed with cancer, his priorities are called into question.",R (for language and some sexual content),Drama,Mark Williams (V),Vertical Entertainment,108 minutes,"Gerard Butler, Alison Brie, Willem Dafoe"
8,44129,Paris Can Wait (Bonjour Anne),Paris Can Wait's likable stars are ill-served by a film that lacks interesting ideas or characters and has little to offer beyond striking travelogue visuals.,47%,111,39%,2803,"When her director husband is occupied with work in Paris, an American woman takes a jaunt with his business associate, a charming Gallic rogue who is happy to squire her on a tour of some of the finest meals in Provence. The first feature directed by Eleanor Coppola, wife of Francis and director of the ""Apocalypse Now"" documentary ""Hearts of Darkness"".","PG (for thematic elements, smoking and some language)","Comedy, Romance",Eleanor Coppola,Sony Pictures Classics,92 minutes,"Diane Lane, Alec Baldwin, Arnaud Viard"
9,44130,The Wizard of Lies,"The Wizard of Lies doesn't really shed much new light on its fact-based story, but thanks to solid direction and a talented cast, it still proves consistently watchable.",74%,46,63%,1723,"Adaptation of journalist Diana B. Henriques account of financier Bernie Madoffs orchestration of one of the largest frauds in U.S. history that led to financial ruin for thousands of investors and, in the process, his own familys destruction.",NR,Drama,Barry Levinson,Tribeca Productions,133 minutes,"Robert De Niro, Michelle Pfeiffer, Alessandro Nivola"
