,dataIndex,realTitle,criticsConcensus,tomatoMeter,tomatoCount,audienceScore,audienceCount,realSynopsis,rating,genreString,directedBy,studio,runTime,cast
0,0,Toy Story,"Entertaining as it is innovative, Toy Story reinvigorated animation while heralding the arrival of Pixar as a family-friendly force to be reckoned with.",100%,89,92%,1109209,"Woody, a traditional pull-string talking cowboy, has long enjoyed a place of honor as the favorite among six-year-old Andys menagerie of toys. Quick to calm their anxieties about being replaced by newer arrivals, Woody finds his own confidence shaken, and his status as top toy in jeopardy, upon the arrival of Buzz Lightyear, simply the coolest space action figure ever made. Woody plots to get rid of Buzz, but things backfire and he finds himself lost in the outside world with Buzz as his only companion. Joining forces to find their way home, the two rivals set out on an adventure that lands them in the clutches of Sid, a sadistic neighborhood kid who is notorious for dismembering and reassembling ""mutant"" toys in his bedroom. As ""guests"" of Sid and his dog, Scud, the two fugitive toys forge a genuine friendship and learn that only through mutual trust and respect do they have any chance of survival.",G,"Animation, Comedy, Kids & Family",John Lasseter,Buena Vista,80 minutes,"Tom Hanks, Tim Allen, Don Rickles"
1,2,Grumpier Old Men,N/A,17%,18,62%,70136,"Once again crusty Matthau and sly Lemmon bring forth their craftiest dirty tricks and sharpest barbs in this alternately poignant and hilarious sequel set six months after the wedding between Gustafson (Lemmon) and the luscious Ariel (Ann-Margret). As the story begins, the two pensioners have become grudging pals, content to suspend their constant practical jokes as their children prepare to marry each other. They still enjoy taunting each other at their favorite fishing lake. The fireworks really begin when they learn that the gorgeous and plucky Maria Ragetti (Sophia Loren) and her Italian mother have bought their beloved bait shop and plan to turn it into an Italian restaurant. The two devious fellows, hating the idea that anything should change in Wabasha, Minnesota, team up to keep that restaurant from opening, but Maria is having none of that nonsense and stands her ground. In the face of such feistiness, it is small wonder that Goldman finds himself falling in love, but will he succeed in subduing the equally stubborn Maria? Will he and Gustafson manage to maintain their tentative détente?",PG-13 (adult situations),Comedy,Howard Deutch,Warner Home Video,101 minutes,"Jack Lemmon, Walter Matthau, Ann-Margret"
2,3,Waiting to Exhale,Waiting to Exhale looks at life's ups and downs from an underseen perspective -- albeit one that's poorly served by uneven acting and a sporadically interesting story.,56%,27,79%,38212,"A surprise Hollywood hit, this film is based on the novel of the same name by Terry McMillan and centers on four well-to-do African-American women and their relationships with men and one another. All of them are ""holding their breath"" until the day they can feel comfortable in a committed relationship with a man. Robin (Lela Rochon) is the long-time mistress of Russell (Leon), who keeps reneging on his promise to leave his wife for her. She dumps him to find a man she can have to herself, but her dates with a reliable but unattractive business partner (Wendell Pierce) and a drug addict (Mykelti Williamson) send her back to Russell. Savannah (Whitney Houston) is a successful television producer who also believes that her married lover Kenneth (Dennis Haysbert) will leave his wife. Bernadine (Angela Bassett) is a wealthy woman who abandoned her own career to raise a family. Her husband is now leaving her to marry a white woman. Gloria (Loretta Devine) is a beauty salon owner and single mother raising a teenage son. After years alone, she falls in love with a new neighbor, Marvin (Gregory Hines). The women share their stories over lunches and conversations at Glorias salon.",R,"Comedy, Drama",Forest Whitaker,Twentieth Century Fox Home Entertainment,123 minutes,"Whitney Houston, Angela Bassett, Lela Rochon"
3,5,Heat,"Though Al Pacino and Robert De Niro share but a handful of screen minutes together, Heat is an engrossing crime drama that draws compelling performances from its stars -- and confirms Michael Mann's mastery of the genre.",86%,80,94%,221752,"A successful career criminal considers getting out of the business after one last score, while an obsessive cop desperately tries to put him behind bars in this intelligent thriller written and directed by Michael Mann. Neil McCauley (Robert De Niro) is a thief who specializes in big, risky jobs, such as banks and armored cars. Hes very good at what he does; hes bright, methodical, and has honed his skills as a thief at the expense of his personal life, vowing never to get involved in a relationship from which he couldnt walk away in 30 seconds. Vincent Hanna (Al Pacino) is an L.A.P.D. detective determined to catch McCauley, but while McCauleys personal code has forced him to do without a wife and children, Hannas dedication has made a wreck of the home hes tried to have; hes been divorced twice, hes all but a stranger to his third wife, and he has no idea how to reach out to his troubled step-daughter. While McCauley has enough money to retire and is planning to move to New Zealand, he loves the thrill of robbery as much as the profit, and is blocking out plans for one more job; meanwhile, hes met a woman, Eady (Amy Brenneman), whom hes not so sure he can walk away from. The supporting cast includes Val Kilmer as Chris, one of McCauleys partners; Ashley Judd as his wife Charlene; Jon Voight as Nate; Hank Azaria as Alan Marciano; and Henry Rollins as Hugh, who is beaten up by Hanna. ~ Mark Deming, Rovi","R (adult situations/language, sex, violence)","Action & Adventure, Mystery & Suspense",Michael Mann,Warner Bros.,171 minutes,"Al Pacino, Robert De Niro, Val Kilmer"
4,7,Tom and Huck,N/A,25%,8,41%,39481,"A lot of guys go looking for adventure. For Tom Sawyer and Huck Finn, adventure finds them at every turn. Town mischief-maker Tom, and his pal Huck, are in for the time of their lives as they team up to steal a pirates treasure map in order to save an innocent man from being wrongly convicted of a crime. However, the map they seek is in Injun Joes pocket. Now the incorrigible duo from Hannibal, Missouri must find a way to steal his map without being caught. But thats the least of their problems. As witnesses to a heinous crime, Tom and Huck are forced to run away from home. Presumed by the entire town to be lost in the Mighty Mississippi, they must decide whether to come forward and tell the truth, and risk certain retribution from the real perpetrator, Injun Joe, or keep quiet and let an innocent man be convicted. Faced with the most important decision of their lives, Tom and Huck must find the strength and courage to do what their hearts tell them is right.",PG,"Action & Adventure, Kids & Family",Peter Hewitt,Buena Vista,92 minutes,"Jonathan Taylor Thomas, Brad Renfro, Eric Schweig"
5,9,GoldenEye,"The first and best Pierce Brosnan Bond film, GoldenEye brings the series into a more modern context, and the result is a 007 entry that's high-tech, action-packed, and urbane.",78%,77,83%,285495,"A beautiful Russian mobster and the evil General Ourumov take over a Space Weapons Control Station and arm an attack satellite. The ensuing destruction leaves only one survivor, and James Bond is sent in to investigate. There he makes a surprising discovery as to who is behind all the mayhem.",PG-13,"Action & Adventure, Mystery & Suspense",Martin Campbell,MGM/UA,130 minutes,"Pierce Brosnan, Sean Bean, Izabella Scorupco"
6,10,The American President,"A charming romantic comedy with political bite, Rob Reiner's American President features strong lead performances and some poignant observations of politics and media in the 1990s.",91%,55,77%,55046,"How does the widowed leader of the free world balance his many obligations to his country with the ordinary demands and everyday rites of courtship? When President Andrew Shepherd, quite unexpectedly, falls in love with Sydney Wade, an environmental lobbyist, he must overcome obstacles not faced by average citizens; he must worry that the publics right to know will collide with the desire for personal privacy. He must contend with approval ratings, an inquiring press and an aggressive political opponent just to go on a date. The Presidents advisors, chief of staff, domestic policy advisor, White House pollster and press secretary help him get through his busy schedule, deal with demands of congress and quell any global predicaments. But political crises are different than personal ones and somehow the American President alone must find a way to balance his love for his country with his love for an incredible woman.",PG-13 (for some strong language.),"Comedy, Drama, Romance",Rob Reiner,Columbia Pictures,113 minutes,"Michael Douglas, Annette Bening, Martin Sheen"
7,11,Dracula - Dead and Loving It,"Lacking any of the comedic bite that audiences have come to expect from a Mel Brooks farce, this vampire parody just plain ol' sucks.",11%,36,49%,63465,"The legend of Dracula and its numerous film adaptations provide the basis for this largely unsuccessful parody. The famous count, who here happens to be remarkably klutzy, faces off against determined vampire hunter Van Helsing against a background of broadly humorous gags and slapstick comedy.",PG-13,Comedy,Mel Brooks,WARNER BROTHERS PICTURES,90 minutes,"Leslie Nielsen, Peter MacNicol, Steven Weber"
8,12,Balto,"Balto is a well-meaning adventure with spirited animation, but mushy sentimentality and bland characterization keeps it at paw's length from more sophisticated family fare.",54%,24,70%,71734,Nome is an island: Based-on-true-story about the sled dog who led a famed mission of mercy for Alaskan children in 1925. Enough animated schmaltz to melt the polar cap.,G,"Action & Adventure, Animation, Kids & Family",Simon Wells,MCA Universal Home Video,78 minutes,"Lola Bates-Campbell, Jim Cummings, Phil Collins"
9,13,Nixon,"Much like its subject's time in office, Nixon might have ended sooner -- but what remains is an engrossing, well-acted look at the rise and fall of a fascinating political figure.",74%,62,74%,12616,"This big-budget, three-hour film chronicles the political life of one our countrys most controversial presidents. Although Nixon disgraced himself with his involvement in the Watergate scandals, he was part of some of the latter 20th centurys most important events, and this film presents a complex portrait of a complicated man.",R,"Documentary, Drama",Oliver Stone,Buena Vista Pictures,190 minutes,"Joan Allen, Anthony Hopkins, Powers Boothe"
10,14,Cutthroat Island,"Cutthroat Island may aspire towards the earnest thrills of classic swashbucklers, but a distinct lack of charm and stilted script make this adventure a joyless hodgepodge of the pirate genre's flotsam and jetsam.",38%,40,40%,21783,"Geena Davis stars in this adventure saga as the most swashbuckling female pirate to ever lay waste to the seven seas. Morgan Adams (Davis) is the daughter of a pirate who has followed in her fathers footsteps. When he dies, he passes along his ship, a crew of bandits, and one third of a treasure map (which happens to be tattooed on his skull). Morgan is eager to search out the rest of the map and retrieve the riches, but the fragment she holds is in Latin. Morgan then buys a well-educated slave, William Shaw (Matthew Modine), who can read the ancient language and already has a taste for the criminal life. However, Morgan and William are not long into their search when they discover that someone else is following the same trail for the rest of the treasure map: Dawg Brown (Frank Langella), Morgans uncle and as black-hearted a scurvy dog as ever boarded a ship. As Morgan and Dawg battle each other over the fragments of the map, a British journalist (Maury Chaykin) covers their feud for the penny press. William Shaw was originally to have been played by Michael Douglas, who dropped out in the early stages of this troubled production.",PG-13,"Action & Adventure, Kids & Family",Renny Harlin,Live Home Video,118 minutes,"Geena Davis, Matthew Modine, Frank Langella"
