,dataIndex,realTitle,criticsConcensus,tomatoMeter,tomatoCount,audienceScore,audienceCount,realSynopsis,rating,genreString,directedBy,studio,runTime,cast
0,7000,The Lord of the Rings: The Return of the King,"Visually breathtaking and emotionally powerful,  The Lord of the Rings - The Return of the King is a moving and satisfying conclusion to a great trilogy.",93%,273,86%,34679773,"The final battle for Middle-earth begins. Frodo and Sam, led by Gollum, continue their dangerous mission toward the fires of Mount Doom in order to destroy the One Ring.",PG-13 (for epic battle sequences and some scary images),"Action & Adventure, Classics, Science Fiction & Fantasy",Peter Jackson,New Line Cinema,201 minutes,"Elijah Wood, Sean Astin, Ian McKellen"
1,7001,Mona Lisa Smile,"Though Mona Lisa Smile espouses the value of breaking barriers, the movie itself is predictable and safe.",34%,152,60%,208216,"In 1953, a time when womens roles were rigidly defined, free-spirited, novice art history professor Katherine Watson begins teaching at the prestigious all-female Wellesley College--which despite its academic reputation, is an environment where success is measured by how well the students marry. Encouraging these women to strive for a more enlightened future, Watson challenges the administration and inspires her students to look beyond the image of what is, and consider the possibilities of what could be--contrary to popular belief.",PG-13 (for sexual content and thematic issues),"Comedy, Drama",Mike Newell,Sony Pictures Releasing,107 minutes,"Julia Roberts, Kirsten Dunst, Julia Stiles"
2,7002,Calendar Girls,"A charming, but cliched comedy reminiscent of The Full Monty.",74%,126,67%,74456,"The true story of a group of dynamic women who bare all--or nearly all--for charity and become international celebrities as a result. The Womens Institute in Great Britain encourages the ancient skills of jam-making, flower pressing, knitting and baking. So when a group of extraordinary women start looking for a new way to raise money, they decide to take the annual W.I. calendar, which normally features landscapes or flowers, and instead create something traditional--with a non-conventional twist. Behind the baked goods, the apple pressing and the flower arranging, the women are completely nude.","PG-13 (for nudity, some language and drug-related material)","Comedy, Special Interest",Nigel Cole,Buena Vista Pictures,108 minutes,"Helen Mirren, Julie Walters, John Alderton"
3,7005,House of Sand and Fog,Powerful and thought provoking film.,74%,182,83%,42486,"Massoud Amir Behrani is living a lie to fulfill a dream. Once a member of the Shah of Irans elite inner circle, he has brought his family to America to build a new life. Despite a pretense of continued affluence, he is barely making ends meet until he sees his opportunity in the auction of a house being sold for back taxes. It is a terrible mistake. Through a bureaucratic snafu, the house had been improperly seized from its rightful owner, Kathy Lazaro, a self-destructive alcoholic. The loss of her home tears away Kathys last hope of a stable life--a life that had been nearly destroyed by addiction--and Kathy decides to fight to recover her home at any cost. Her struggle is joined by deputy sheriff Lester Burdon, who tries to take the law into his own hands to help Kathy. Ultimately the tale, itself, explores what happens when the American Dream goes terribly awry.","R (for some violence/disturbing images, language and a scene of sexuality)",Drama,Vadim Perelman,DreamWorks SKG,126 minutes,"Ben Kingsley, Jennifer Connelly, Ron Eldard"
4,7006,Two Men Went to War,Two Men Went to War bungles an incredible fact-based story on a frustratingly uneven dramatization that turns wartime heroism into middling dramedy.,59%,29,71%,961,"Its 1942 and the Nazis have occupied France. The Battle of Britain is being fought in the skies over London. The British have been routed at Dunkirk--and two army dentists have decided to launch their very own private invasion of France. Based on a true story, Sergeant Peter King of the Army Dental Corps, whos too old to fight, and Private Leslie Cuthbertson, a trainee dental mechanic in the Corps, are both thrown together by their passionate desire to see active service. Armed with just two revolvers and a dozen grenades, King persuades Cuthbertson to join him on a mission to Nazi occupied France.",PG (for language and some violence),"Action & Adventure, Comedy, Drama",John Henderson,Indican Pictures,108 minutes,"Kenneth Cranham, Leo Bill, Rosanna Lavelle"
5,7007,Monster,"Charlize Theron gives a searing, deglamorized performance as real life serial killer Aileen Wuornos in Monster, an intense, disquieting portrait of a profoundly damaged soul.",81%,189,81%,84728,"Model-turned-actress Charlize Theron leaves her glamorous image behind for this gritty drama, in which she plays a disturbed prostitute who becomes a serial killer. Aileen Wuornos (Theron) was a woman who survived a brutal and abusive childhood in Michigan to become a thick-skinned but emotionally damaged adult. Homeless most of her life, Wuornos subsisted by working as a street prostitute; later, when she was in Florida, down to her last five dollars and pondering suicide, she stopped into a bar for a beer. There, Aileen met Selby Wall (Christina Ricci), a woman in her early twenties who had been sent to live with relatives after her Christian parents became aware of her lesbian lifestyle. Selby is immediately attracted to Aileen, and while Aileen tells Selby shes never been in a lesbian relationship, she soon finds herself equally infatuated with her. Selby runs away from her family and moves into a cheap hotel with Aileen, who initially pays the bills by hooking. However, as their money runs low and Aileen finds herself unable to land a regular job, tensions mount between the two. One night, after a john attacks her, Aileen pulls a gun and kills the man. Although her first murder can be categorized as self-defense, Aileens loathing for the men who pay her for sex becomes so extreme that she begins killing her customers regardless of their behavior. Meanwhile, Selby slowly becomes aware of the full extent of her lovers instability and the bloody consequences of her actions. Monster was inspired by the true story of Aileen Wuornos, whose life and death was chronicled in two documentaries by filmmaker Nick Broomfield, Aileen Wuornos: The Selling of a Serial Killer, and Aileen: The Life and Death of a Serial Killer. ~ Mark Deming, Rovi","R (for strong violence and sexual content, and for pervasive language)",Drama,Patty Jenkins,Newmarket Film Group,109 minutes,"Charlize Theron, Christina Ricci, Bruce Dern"
6,7008,Cheaper by the Dozen,"In this family of twelve children, much chaos ensues, but little hilarity.",24%,119,56%,723813,"In modern America, where the average family has 1.87 children, Tom Baker and wife Kate have decided that life is better--if not cheaper--by the dozen. The Bakers live in a small Illinois town where Tom coaches the local college football team. The familys day-to-day life is marked by equal parts love and chaos... pet-frog-landing-in-the-breakfast eggs type of chaos. When Tom is offered his dream job--coaching a squad at a large university--he and Kate uproot the family, much to the displeasure of all 12 children. At the same time, Kate learns that her memoirs are about to be published. Her agent whisks her away to New York to promote the book, leaving Tom home alone to handle the increasingly unhappy and hectic household, as well as his demanding new job. With all hell breaking loose at home, Kate on the road, and Toms job on the line, the Baker family ultimately chooses not to have it all, but to love what they do have.",PG (for language and some thematic elements),"Comedy, Kids & Family",Shawn Levy,20th Century Fox,98 minutes,"Steve Martin, Bonnie Hunt, Piper Perabo"
7,7009,Cold Mountain,The well-crafted Cold Mountain has an epic sweep and captures the horror and brutal hardship of war.,70%,230,77%,209872,"Inman, a Civil War Confederate soldier, is seriously wounded in battle before heading home to North Carolina to his pre-war beloved, Ada. In his absence, Ada--with the help of a young drifter named Ruby--is desperately trying to hold onto the farm of her deceased missionary father. Inmans long journey home takes him through the crumbling confederacy, as he meets people of all walks of life who want to both aid and hinder his mission.",R (for violence and sexuality),"Action & Adventure, Drama, Romance",Anthony Minghella,Miramax Films,154 minutes,"Nicole Kidman, Jude Law, Renée Zellweger"
8,7010,Paycheck,"Though Dick's short story has an intriguing premise, Woo reduces it to a lot of meaningless chases, shoot-outs, and explosions.",27%,156,45%,164285,"Brilliant computer engineer Michael Jennings routinely has his short term memory erased, so he cant divulge any information about the top secret projects he works on throughout the year. For his most recent gig, he expects to receive over four billion dollars. Upon completion of the job, however, Jennings is given a filled envelope--not with a check for his billions, but containing random objects. It is communicated to him that he had agreed to forfeit his payment for this specific project. With his memory erased, the meticulous engineer attempts to use the objects in the envelope to figure out what happened to him in his now obscured past. Soon, federal agents are after Jennings and he teams up with his old flame, Rachel, who helps him uncover the mystery of his past--and the question behind why the people whom he once worked for, now want him dead.",PG-13 (for intense action violence and brief language),"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",John Woo,Paramount Pictures,119 minutes,"Ben Affleck, Aaron Eckhart, Uma Thurman"
9,7013,The Young Black Stallion,"It may strike a chord with very young equine enthusiasts, but gorgeous cinematography isn't enough to make up for The Young Black Stallion's uninspired script.",45%,40,68%,6249,"A prequel to the 1979 classic ""The Black Stallion""--a family drama that presents the horses adventures with a young girl named Neera, who has been separated from her father in Arabia by WWII. Left alone in the desert, she befriends the wild colt whom she names Shetan. Once reunited with her father, however, Neera remains haunted by the images of the ""lost horse in the desert""--one of a few stallions of legend, rumored to be ""born of the sands, sired by the night sky, drinkers of the wind.""",G,"Drama, Kids & Family",Simon Wincer,Buena Vista Pictures,45 minutes,"Biana Tamimi, Richard Romanus, Biana G. Tamimi"
