,dataIndex,realTitle,criticsConcensus,tomatoMeter,tomatoCount,audienceScore,audienceCount,realSynopsis,rating,genreString,directedBy,studio,runTime,cast
0,38580,Ajab Prem Ki Ghazab Kahani,nothing,nothing,nothing,nothing,nothing,"Prem (Ranbir Kapoor) abducts Jenny due to a case of mistaken identity, and later devotes his life to making her happy. When Jenny falls for Rahul, Prem helps her to find romance despite his own disappointment. ~ Jason Buchanan, Rovi",NR,"Art House & International, Comedy, Drama","Raj Kumar Santoshi, Rajkumar Santoshi",Shree International,148 minutes,"Katrina Kaif, Ranbir Kapoor, Ghazab Kahani"
1,38581,Zapped!,nothing,6%,16,39%,5733,"In this comedy, a science experiment goes awry, leaving high-school wiz Barney (Scott Baio) with telekinetic powers. As Barney begins to experiment with his new abilities, he and his friend discover a variety of uses for them, including undressing the local high school girls.",R,"Comedy, Drama",Robert J. Rosenthal,Embassy,96 minutes,"Scott Baio, Willie Aames, Robert Mandan"
2,38582,East Side Sushi,nothing,95%,19,82%,859,"East Side Sushi introduces us to Juana, a working-class Latina single mother. Forced to give up her fruit-vending cart in order to find a more secure job, Juana lands a position as a kitchen assistant at a local Japanese restaurant and discovers a whole new world of cuisine and culture, as well as a new friend. While working in the restaurants kitchen, Juana secretly observes the sushi chefs and eventually teaches herself to make a multitude of sushi. Her creativity sparked, Juanas re-ignited passion for food drives her to want more from her job and her life. Eventually, she attempts to become a sushi chef, but is unable to because she is the ""wrong"" race and gender. Against all odds, she embarks on a journey of self-discovery, determined to not let anyone stop her from achieving her dream.","PG (for brief vioelnce, suggestive content and mild language)","Comedy, Romance",Anthony Lucero,Samuel Douek/Hola Mexico Film Festival,100 minutes,"Diana Elizabeth Torres, Yutaka Takeuchi, Rodrigo Duarte Clark"
3,38583,Crazy Wisdom,nothing,53%,15,70%,110,"Chogyam Trungpa, renowned Tibetan Buddhist leader, shattered notions about how an enlightened teacher should behave when he renounced his monks vows & eloped with a sixteen year-old aristocrat. Twenty years after his death, Trungpas name still evokes admiration and outrage. What made him tick? And just what is enlightenment, anyway? -- (C) Official Site",NR,"Documentary, Faith & Spirituality",Johanna Demetrakas,Olive Films,89 minutes,"Chogyam Trungpa, Pema Chodron, Ram Dass"
4,38584,Goin' Down the Road,nothing,nothing,nothing,nothing,nothing,"The two road-goer-downers in this film are Nova Scotia buddies Doug McGrath and Paul Bradley. Seeking a better life in Toronto, the boys land dead-end jobs at a soft-drink factory. They lose their jobs when one of them gets a girl pregnant. Despite the fact that the pair cant live with each other, it is equally obvious that they cant live without each other, and the film ends with the twosome heading down yet another road hoping to find happiness. Filmed on a reported budget of $75,000, the Award-winning Goin Down the Road typifies the independent, improvisational spirit one so often found in Canadian films of the 1970s.",PG,Drama,Donald Shebib,Chevron Pictures,90 minutes,"Doug McGrath, Paul Bradley, Cayle Chernin"
5,38585,The Space Children,nothing,nothing,nothing,nothing,nothing,"Dave Brewster (Adam Williams) arrives to take his new job as an electronics technician at a top-secret Air Force base in California. With him are his wife Anne (Peggy Webber) and their two children, Bud (Mikel Ray) and Ken (Johnny Crawford), who are all apprehensive about this sudden transplant, as well as the spartan existence that all of the families live under. No sooner do they arrive, however, then Bud and Ken see a strange light in the sky pointing to the beach, and soon after that seem to be receiving increasingly powerful -- and detailed -- telepathic communications from an unseen source. The boys are drawn, along with the children from the other families, to a lonely cave near the beach, where an alien presence, in the form of a huge (and ever-growing) brain, has hidden itself. At first, it uses the children to try and persuade the more reasonable of the parents that their project -- a missile called The Thunderer, which will place a hydrogen bomb in orbit, capable of being used on any target in the event the United States is threatened -- is too dangerous to complete. But the parents arent prepared to listen, either because they dont understand the danger, or because they genuinely believe in the conduct of the Cold War, as in the case of Hank Johnson (Jackie Coogan); or because theyre too angry and belligerent, like Joe Gamble (Russell Johnson), who is at a dead-end in his job and has taken to alcoholism and abusing his wife (Jean Engstrom) and stepson (Johnny Washbrook). As the launch approaches and the childrens entreaties are ignored, the alien takes more direct action with their help, and they soon find a potential ally in in Dr. Wahrman (Raymond Bailey), the inventor of The Thunderer, who is also the only man on the project smart enough to realize that he may not have all the answers. But the military head of the project (Richard Shannon) is stil prepared to launch The Thunderer, regardless of its inventors doubts. ~ Bruce Eder, Rovi",NR,"Kids & Family, Science Fiction & Fantasy",Jack Arnold,Paramount Pictures,69 minutes,"Adam Williams, Peggy Webber, John Crawford"
6,38586,New Jerusalem,nothing,nothing,nothing,nothing,nothing,"A former soldier finds himself in a new land and dealing with unfamiliar attitudes in this independent drama from filmmaker R. Alverson. Born and raised in Ireland, Sean (Colm OLeary) came to the United States and joined the Army, serving a hitch in Afghanistan. After receiving his discharge, Sean settles in Richmond, Virginia, where he feels like an outsider in his new environment. Sean takes a job at a tire shop and meets fellow employee Ike (Will Oldham), who immediately takes an interest in Sean. While the former soldier is a man who has seen a bit of the world and is open to hearing the ideas of others, Ikes focus in life is more straightforward -- he is a born again Christian who believes Jesus is the guide on the only path worth taking. While Sean doesnt seem to share Ikes beliefs, hes too diplomatic to tell his new friend that, and he finds himself led aggressively into Ikes version of faith despite his misgivings. New Jerusalem received its North American premiere at the 2011 South by Southwest Film Festival. ~ Mark Deming, Rovi",NR,Drama,Rick Alverson,Factory25,92 minutes,"Colm O'Leary, Ryan O'Neill, Thomas Bowles"
7,38587,Builder,nothing,nothing,nothing,nothing,nothing,This documentary tells the story of how mountain-biking trails are built and features the worlds best riders in their quest to construct the perfect course.,NR,"Documentary, Drama",Scott Secco,nothing,nothing,"Brian Lopes, Mark Matthews, Matt Macduff"
8,38589,Alvin and the Chipmunks: The Road Chip,"In some respects, Alvin and the Chipmunks: The Road Chip is a marginal improvement over prior installments, although this in no way qualifies as a recommendation.",15%,67,51%,36777,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in Miami...and dump them. They have three days to get to him and stop the proposal, saving themselves not only from losing Dave but possibly from gaining a terrible stepbrother. (C) Fox",PG (for some mild rude humor and language),"Animation, Comedy, Kids & Family",Walt Becker,20th Century Fox,86 minutes,"Justin Long, Matthew Gray Gubler, Jesse McCartney"
9,38590,About Mrs. Leslie,nothing,nothing,nothing,nothing,nothing,"In this bittersweet melodrama, the landlady of a Beverly Hills boardinghouse fondly reminisces about her days as a Big Apple nightclub singer and her affair with an airplane magnate.The two met while she was working, and he ended up taking her on a vacation to California where she stayed on as his mistress. At the time she new almost nothing about her lovers private life and was very surprised to find out after he died that he was worth a fortune. The film also contains a couple of sub-plots involving her tenants.",NR,"Drama, Romance",Daniel Mann,Paramount Pictures,104 minutes,"Shirley Booth, Robert Ryan, Marjie Millar"
