,dataIndex,realTitle,criticsConcensus,tomatoMeter,tomatoCount,audienceScore,audienceCount,realSynopsis,rating,genreString,directedBy,studio,runTime,cast
0,25720,Castle of Blood (Danza macabra)(Coffin of Terror)(Dimensions in Death)(Tombs of Terror),nothing,nothing,nothing,nothing,nothing,"In this eerie and effective early horror film from prolific genre director Antonio Margheriti, Alan Foster (Georges Riviere), an American tourist visiting England, takes a bet from a Lord Blackwood and his guest, Edgar Allan Poe, to spend the night in a haunted mansion. The rationalist Foster, who does not believe in the supernatural, is soon drawn into a world of ghosts and phantoms, doomed to eternally replay the horrifying murders that climaxed a long-ago love triangle. Foster also finds himself in love with one of the protagonists, the beautiful Elizabeth (Barbara Steele), and it is a love which ensures that he never leaves the haunted castle alive. Its a marvelously atmospheric gothic thriller, one of the best Italian horror films of the decade, and quite properly made the enchantingly spooky Steele -- fresh from Mario Bavas La Maschera del Demonio -- even more of a horror icon. Riccardo Pallotinis evocative camerawork enhances the mood tremendously, and the shock scenes, though perhaps too tame for modern audiences, are nonetheless strikingly effective. Margheriti remade the film in widescreen color eight years later (as Nella Stretta Morsa del Ragno), but this version remains one of the handful of definitive Italian gothics. Silvano Tranquilli co-stars with Margaret Robsahm, Henry Kruger, and Umberto Raho.",NR,"Art House & International, Horror",Antonio Margheriti,Synapse Films,89 minutes,"Barbara Steele, Georges Rivière, Margaret Robsahm"
1,25721,PK,nothing,76%,21,85%,4410,"P. K. is a comedy of ideas about a stranger in the city, who asks questions that no one has asked before. They are innocent, child-like questions, but they bring about catastrophic answers. People who are set in their ways for generations, are forced to reappraise their world when they see it from PKs innocent eyes. In the process PK makes loyal friends and powerful foes. Mends broken lives and angers the establishment. P. K.s childlike curiosity transforms into a spiritual odyssey for him and millions of others. The film is an ambitious and uniquely original exploration of complex philosophies. It is also a simple and humane tale of love, laughter and letting-go. Finally, it is a moving saga about a friendship between strangers from worlds apart. (C) Disney India",NR,"Comedy, Drama, Science Fiction & Fantasy",Rajkumar Hirani,UTV Communications,150 minutes,"Aamir Khan, Anushka Sharma, Sanjay Dutt"
2,25723,Mirage Men,nothing,nothing,nothing,nothing,nothing,"How the US government created a myth that took over the world. ET visitors... crashed UFOs... back-engineered alien technology... the government cover-up of a secret that would change the world as we know it... These are the core elements of the modern UFO mythology, a story that has captivated farmers, princes and generals for generations, and shows no sign of loosening its grip on the popular imagination. But what if, instead of covering up the UFO story, elements in the US military had actively encouraged it as part of their Cold War counterintelligence arsenal - manufacturing the myth of the UFO as a powerful weapon of mass deception and the perfect cover for all manner of clandestine technologies and operations. Now, for the first time, some of those whose actions have directly shaped the UFO mythology, and some of their victims, tell their stories, revealing a surreal disturbing and sometimes tragic sequence of events that is part Manchurian Candidate and part Close Encounters of the Third Kind. Mirage Men draws viewers into a saucer-shaped hall of mirrors, a shadow-world where every lie contains elements of the truth, and the truth is far stranger than the UFO believers, or their detractors, would have you believe.",PG,"Documentary, Special Interest","John Lundberg, Roland Denning, Kypros Kyprianou",Perception Management Productions,85 minutes,Richard Doty
3,25726,Finders Keepers,nothing,nothing,nothing,nothing,nothing,"A trip to the bus station to pick up his aunt becomes an unexpected windfall for a young man in this wacky urban comedy. He picks up the wrong suitcase, which turns out to be full of money, and as the unlikely hero and his family enjoy their good luck, the moneys rightful owners scramble to recover it.",NR,Comedy,,nothing,nothing,"Jarell Jackson, Laura Hayes, Duffy Hudson"
4,25727,Five Weeks in a Balloon,nothing,nothing,nothing,nothing,nothing,"Based on a story by Jules Verne and set in the 19th century, this film follows an odd group on their amusing balloon journey to Africa. With the intention to travel into the wilds of western Africa to claim the land for the British, a balloonist is teamed up with a couple of scientists and a reporter, who manage to pick up a couple extra characters in the course of their adventures.",PG,"Action & Adventure, Classics, Comedy, Drama, Kids & Family",Irwin Allen,20th Century Fox Film Corporation,101 minutes,"Cedric Hardwicke, Red Buttons, Fabian"
5,25729,Flesh Wounds,nothing,nothing,nothing,nothing,nothing,"A special ops team confronts an enemy unlike any man has ever seen in this explosive sci-fi action thriller starring Kevin Sorbo. When a team of military scientists go missing while conducting some top-secret weapons tests, Lt. Tyler (Sorbo) and his team embark on a treacherous rescue mission. Little do Lt. Tyler and his crew realize that they are about to enter into a fight to the death against the perfect soldier - a part-man/part-cyborg killing machine created with the sole intention of giving the U.S. military a major advantage on the battlefield. ~ Jason Buchanan, Rovi",R (for bloody violence and language),"Action & Adventure, Science Fiction & Fantasy, Television",Dan Garcia (II),Phase 4 Films,80 minutes,"Bokeem Woodbine, Heather Marie Marsden, Kevin Sorbo"
6,25730,Flirtation Walk,nothing,100%,5,30%,137,"Dick Powell and Ruby Keeler reunite once again for this musical salute to the West Point Military Academy, including many scenes shot at West Point with ""the full cooperation of the United States Army."" Powell is Canary Dorcey, a private at a Hawaiian army post where he meets the perky Kitt Fits (Ruby Keeler), and she proceeds to flirt with him. Unable to handle the love games, Canary escapes Hawaii by getting an appointment at West Point, where he diligently pursues his studies and tries to forget about dames. But four years later, Kit shows up at West Point with her father, General Jack Fitts (Henry ONeill), who has accepted the position of the new West Point commander. After some sparring and hedging, a visit to the Kissing Rock along the Flirtation Walk turns the two little lovebirds around, and soon enough they are appearing in the annual West Point musical revue, all forgiven.",G,"Classics, Musical & Performing Arts, Romance",Frank Borzage,Warner Brothers,97 minutes,"Dick Powell, Ruby Keeler, Pat O'Brien"
7,25731,Sansa,nothing,nothing,nothing,nothing,nothing,"In writer/director/composer/cinematographer Siegfrieds handheld whirlwind of a movie Sansa, the title character is an ethnically ambiguous street hustler played by Roschdy Zem. Sansa travels the globe, hawking and bartering on the street, selling tourists sketches of themselves and consistently running afoul of police, airport security, and military personnel, all the while keeping a sharp eye out for beautiful women. When Sansa sees an attractive woman, he has a tendency to follow her wherever he goes, and as he travels from country to country, covering France, Spain, Italy, Hungary, Russia, India, Japan, Egypt, Portugal, and Ghana, this pattern pretty much stays the same. At some point during a particularly heated pursuit, he inadvertently steps onto the stage where a ballet is being rehearsed. The elderly orchestra conductor, an internationally renowned musician named Click (Israeli violinist Ivry Gitlis), chides him for interrupting the rehearsal, but later invites him to a café. The two strike up an unlikely friendship, based in part on their shared admiration for beautiful young women. Thereafter, Sansa seems to run into Click wherever he goes. In Italy, Sansa chats up Valentina (Valentina Cervi) until her boyfriend shows up and chases him off. In Spain, he interrupts a womans (Emma Suarez) boardroom business presentation to sweet-talk her. In Japan, he meets an old friend, June (Ayako Fujitani), who laments his inevitable departure. In Russia, he gets caught in a crossfire between soldiers and Chechen rebels. Sansa was shown by the Film Society of Lincoln Center as part of its 2004 Rendez-Vous With French Cinema series. ~ Josh Ralske, Rovi",NR,Drama,,nothing,nothing,"Roschdy Zem, Ivry Gitlis, Emma Suárez"
8,25732,Foodfight!,nothing,nothing,nothing,nothing,nothing,"Charlie Sheen, Hilary Duff, Eva Longoria Parker, and Chris Kattan lend their voices to this computer-animated tale of a grocery store that springs to life after the doors have been locked and the workers have all gone home. When the employees are away, the products will play -- and in this store the playground of choice for the most fun-loving brand names around is the Copa-Banana. Located in the produce aisle, the Copa-Banana is the destination of choice for such celebrity icons as Mr. Clean, Charlie the Tuna, and the Energizer Bunny. But trouble is brewing within this bustling metropolis, because when the villainous Lady X (Longoria Parker) arrives in town with her Brand X minions, the brand-named products start to get a little hot under the label. As sleuthing USDA (United Supermarkets Defense Association) Dex Dogtective (Sheen) teams with flying stunt squirrel Daredevil Dan (Wayne Brady) and the beautiful Sunshine Goodness (Duff) to uncover the truth about these unmarked invaders, it begins to appear that the only way to fend off the dreaded Brand X is to engage them in an all-out, no-holds-barred food fight. ~ Jason Buchanan, Rovi","PG (for rude and suggestive content, innuendo and language)","Action & Adventure, Animation, Comedy, Kids & Family",Lawrence Kasanoff,nothing,nothing,"Charlie Sheen, Wayne Brady, Chris Kattan"
9,25733,Forbidden,nothing,nothing,nothing,nothing,nothing,"Based on Leonard Gross novel The Last Jews of Berlin, this made-for-cable TV movie follows the dilemma of a woman who falls in love with a Jewish man in the Nazi-controlled Germany of World War II.",PG-13,"Drama, Romance",Anthony Page,HBO,116 minutes,"Jacqueline Bisset, Jürgen Prochnow, Irene Worth"
